filename,width,height,class,xmin,ymin,xmax,ymax
sheep_image (414).jpg,1300,1303,sheep,825,895,879,979
sheep_image (414).jpg,1300,1303,sheep,757,882,844,948
sheep_image (414).jpg,1300,1303,sheep,504,911,563,1002
sheep_image (414).jpg,1300,1303,sheep,565,715,636,765
sheep_image (414).jpg,1300,1303,sheep,467,711,549,774
sheep_image (414).jpg,1300,1303,sheep,409,700,471,767
sheep_image (414).jpg,1300,1303,sheep,351,789,408,878
sheep_image (414).jpg,1300,1303,sheep,258,1031,323,1112
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,407,361,724,559
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,724,271,1060,487
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,1003,271,1166,428
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,993,306,1226,487
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,1232,336,1513,498
Zion-Bighorn_Sheep-2.jpg,1986,1308,sheep,1440,330,1636,492
sheep_191.jpg,300,168,sheep,141,127,153,139
sheep_191.jpg,300,168,sheep,173,124,184,134
sheep_191.jpg,300,168,sheep,193,123,206,135
sheep_191.jpg,300,168,sheep,208,121,221,133
sheep_191.jpg,300,168,sheep,220,115,235,129
sheep_191.jpg,300,168,sheep,104,123,123,135
sheep_191.jpg,300,168,sheep,70,132,81,142
sheep_191.jpg,300,168,sheep,46,127,63,136
sheep_191.jpg,300,168,sheep,26,134,37,147
sheep_191.jpg,300,168,sheep,7,131,16,140
sheep_191.jpg,300,168,sheep,121,123,132,133
sheep_191.jpg,300,168,sheep,158,124,166,132
sheep_191.jpg,300,168,sheep,258,118,270,125
sheep_191.jpg,300,168,sheep,279,118,290,127
sheep_191.jpg,300,168,sheep,87,123,103,136
sheep_083.jpg,259,194,sheep,64,119,72,129
sheep_083.jpg,259,194,sheep,45,104,53,112
sheep_083.jpg,259,194,sheep,106,78,115,89
sheep_083.jpg,259,194,sheep,104,66,110,73
sheep_083.jpg,259,194,sheep,150,35,158,47
sheep_083.jpg,259,194,sheep,141,82,148,92
sheep_083.jpg,259,194,sheep,131,81,138,90
sheep_083.jpg,259,194,sheep,123,71,128,81
sheep_083.jpg,259,194,sheep,55,66,64,74
sheep_083.jpg,259,194,sheep,34,85,43,95
sheep_083.jpg,259,194,sheep,75,30,83,39
sheep_083.jpg,259,194,sheep,58,59,65,66
sheep_083.jpg,259,194,sheep,202,88,210,100
sheep_083.jpg,259,194,sheep,224,134,233,146
sheep_083.jpg,259,194,sheep,182,152,190,165
sheep_083.jpg,259,194,sheep,166,150,176,161
sheep_083.jpg,259,194,sheep,157,160,168,171
sheep_083.jpg,259,194,sheep,138,177,146,190
sheep_083.jpg,259,194,sheep,151,176,159,189
sheep_083.jpg,259,194,sheep,123,129,132,141
sheep_083.jpg,259,194,sheep,99,143,109,152
sheep_083.jpg,259,194,sheep,178,111,187,122
sheep_083.jpg,259,194,sheep,76,164,87,174
sheep_083.jpg,259,194,sheep,61,148,69,160
sheep_083.jpg,259,194,sheep,67,147,76,158
sheep_083.jpg,259,194,sheep,68,139,75,147
sheep_083.jpg,259,194,sheep,83,141,89,151
sheep_083.jpg,259,194,sheep,85,153,93,163
sheep_185.jpg,265,190,sheep,28,99,56,136
sheep_185.jpg,265,190,sheep,1,111,11,133
sheep_185.jpg,265,190,sheep,1,78,17,95
sheep_185.jpg,265,190,sheep,20,86,33,99
sheep_185.jpg,265,190,sheep,44,93,58,107
sheep_185.jpg,265,190,sheep,62,99,77,119
sheep_185.jpg,265,190,sheep,93,127,107,156
sheep_185.jpg,265,190,sheep,94,117,120,154
sheep_185.jpg,265,190,sheep,120,118,145,155
sheep_185.jpg,265,190,sheep,136,112,154,137
sheep_185.jpg,265,190,sheep,190,130,215,161
sheep_185.jpg,265,190,sheep,226,137,250,159
sheep_185.jpg,265,190,sheep,242,134,264,159
sheep_185.jpg,265,190,sheep,77,105,88,119
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,116,228,156,257
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,298,299,326,339
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,341,297,370,328
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,432,283,462,310
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,270,193,298,221
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,320,191,344,216
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,223,218,238,245
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,189,198,208,217
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,219,190,259,217
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,195,184,235,209
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,297,150,324,177
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,217,116,255,137
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,293,116,309,132
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,312,95,338,131
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,258,90,273,116
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,190,89,214,109
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,147,47,165,64
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,180,50,198,84
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,94,47,113,66
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,140,26,172,47
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,99,25,125,44
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,78,39,94,66
Z9410003-Aerial_view_of_elephant_herd_Loxodonta_africana_.jpg,530,360,sheep,123,23,137,45
sheep_082.jpg,300,168,sheep,64,66,84,81
sheep_082.jpg,300,168,sheep,92,59,99,68
sheep_082.jpg,300,168,sheep,56,57,74,67
sheep_082.jpg,300,168,sheep,8,50,18,60
sheep_082.jpg,300,168,sheep,195,66,201,75
sheep_082.jpg,300,168,sheep,205,73,214,81
sheep_082.jpg,300,168,sheep,171,67,179,75
sheep_082.jpg,300,168,sheep,183,64,190,74
sheep_082.jpg,300,168,sheep,189,64,195,75
sheep_082.jpg,300,168,sheep,148,73,162,83
sheep_082.jpg,300,168,sheep,127,68,143,80
sheep_082.jpg,300,168,sheep,117,68,127,80
sheep_082.jpg,300,168,sheep,147,49,154,59
sheep_082.jpg,300,168,sheep,158,61,165,68
sheep_082.jpg,300,168,sheep,44,55,52,68
sheep_082.jpg,300,168,sheep,36,55,45,69
sheep_082.jpg,300,168,sheep,21,56,38,68
sheep_082.jpg,300,168,sheep,106,64,115,81
sheep_image (506).jpg,640,360,sheep,506,277,534,311
sheep_image (506).jpg,640,360,sheep,477,273,505,306
sheep_image (506).jpg,640,360,sheep,436,250,460,275
sheep_image (506).jpg,640,360,sheep,390,242,409,269
sheep_image (506).jpg,640,360,sheep,375,253,409,285
sheep_image (506).jpg,640,360,sheep,364,244,379,269
sheep_image (506).jpg,640,360,sheep,366,217,383,241
sheep_image (506).jpg,640,360,sheep,345,220,367,246
sheep_image (506).jpg,640,360,sheep,334,237,361,260
sheep_image (506).jpg,640,360,sheep,322,220,340,239
sheep_image (506).jpg,640,360,sheep,320,232,345,261
sheep_image (506).jpg,640,360,sheep,300,225,317,245
sheep_image (506).jpg,640,360,sheep,294,242,325,280
sheep_image (506).jpg,640,360,sheep,274,233,294,255
sheep_image (506).jpg,640,360,sheep,252,251,280,272
sheep_image (506).jpg,640,360,sheep,234,228,262,252
sheep_image (506).jpg,640,360,sheep,215,235,251,259
sheep_image (506).jpg,640,360,sheep,184,256,212,284
sheep_image (506).jpg,640,360,sheep,188,242,204,261
sheep_image (506).jpg,640,360,sheep,178,229,198,249
sheep_image (506).jpg,640,360,sheep,150,225,169,253
sheep_image (506).jpg,640,360,sheep,164,215,188,242
sheep_image (506).jpg,640,360,sheep,170,202,191,224
sheep_image (506).jpg,640,360,sheep,142,198,172,218
sheep_image (506).jpg,640,360,sheep,134,209,160,234
sheep_image (506).jpg,640,360,sheep,109,195,139,217
sheep_image (506).jpg,640,360,sheep,93,194,117,209
sheep_image (506).jpg,640,360,sheep,67,200,93,217
sheep_image (506).jpg,640,360,sheep,45,179,69,201
sheep_image (506).jpg,640,360,sheep,36,162,66,183
sheep_image (506).jpg,640,360,sheep,66,168,94,188
sheep_image (506).jpg,640,360,sheep,78,155,104,184
sheep_image (506).jpg,640,360,sheep,107,157,139,176
sheep_image (506).jpg,640,360,sheep,140,153,164,178
sheep_image (506).jpg,640,360,sheep,135,170,152,185
sheep_image (506).jpg,640,360,sheep,165,157,198,177
sheep_image (506).jpg,640,360,sheep,171,171,206,198
sheep_image (506).jpg,640,360,sheep,186,160,226,177
sheep_image (506).jpg,640,360,sheep,209,168,237,190
sheep_image (506).jpg,640,360,sheep,210,185,230,207
sheep_image (506).jpg,640,360,sheep,229,193,252,215
sheep_image (506).jpg,640,360,sheep,241,187,268,210
sheep_image (506).jpg,640,360,sheep,270,191,296,212
sheep_image (506).jpg,640,360,sheep,292,202,329,226
sheep_image (506).jpg,640,360,sheep,263,213,286,233
sheep_image (86).jpg,275,183,sheep,76,63,104,81
sheep_image (86).jpg,275,183,sheep,128,51,151,65
sheep_image (86).jpg,275,183,sheep,174,43,198,63
sheep_image (86).jpg,275,183,sheep,188,41,206,60
sheep_image (86).jpg,275,183,sheep,220,45,239,67
sheep_image (86).jpg,275,183,sheep,235,48,258,65
sheep_image (86).jpg,275,183,sheep,256,47,271,68
sheep_image (86).jpg,275,183,sheep,31,56,62,69
sheep_image (86).jpg,275,183,sheep,10,55,39,69
sheep_image (86).jpg,275,183,sheep,14,45,28,55
sheep_image (86).jpg,275,183,sheep,1,44,13,55
sheep_image (86).jpg,275,183,sheep,26,44,48,54
sheep_image (86).jpg,275,183,sheep,46,40,63,53
sheep_image (86).jpg,275,183,sheep,72,43,87,53
sheep_image (86).jpg,275,183,sheep,84,43,97,50
sheep_image (86).jpg,275,183,sheep,92,46,107,58
sheep_image (86).jpg,275,183,sheep,116,43,133,54
sheep_image (86).jpg,275,183,sheep,140,43,163,53
sheep_024.jpg,474,331,sheep,78,205,88,229
sheep_024.jpg,474,331,sheep,67,247,87,262
sheep_024.jpg,474,331,sheep,54,291,77,307
sheep_024.jpg,474,331,sheep,33,292,52,306
sheep_024.jpg,474,331,sheep,14,296,36,309
sheep_024.jpg,474,331,sheep,40,287,59,298
sheep_024.jpg,474,331,sheep,46,282,69,293
sheep_024.jpg,474,331,sheep,87,239,98,260
sheep_024.jpg,474,331,sheep,74,241,91,256
sheep_024.jpg,474,331,sheep,96,214,113,235
sheep_024.jpg,474,331,sheep,126,215,139,235
sheep_024.jpg,474,331,sheep,127,235,150,252
sheep_024.jpg,474,331,sheep,115,252,128,268
sheep_024.jpg,474,331,sheep,145,253,158,268
sheep_024.jpg,474,331,sheep,151,262,162,278
sheep_024.jpg,474,331,sheep,153,254,163,269
sheep_024.jpg,474,331,sheep,48,170,64,189
sheep_024.jpg,474,331,sheep,51,162,72,177
sheep_024.jpg,474,331,sheep,73,140,93,157
sheep_024.jpg,474,331,sheep,92,134,103,155
sheep_024.jpg,474,331,sheep,86,129,99,146
sheep_024.jpg,474,331,sheep,74,115,81,137
sheep_024.jpg,474,331,sheep,46,60,65,77
sheep_024.jpg,474,331,sheep,97,62,112,82
sheep_024.jpg,474,331,sheep,105,60,124,77
sheep_024.jpg,474,331,sheep,113,58,132,77
sheep_024.jpg,474,331,sheep,133,55,152,76
sheep_024.jpg,474,331,sheep,225,208,251,223
sheep_024.jpg,474,331,sheep,223,204,248,216
sheep_024.jpg,474,331,sheep,229,198,251,215
sheep_024.jpg,474,331,sheep,298,227,312,242
sheep_024.jpg,474,331,sheep,261,98,284,114
sheep_024.jpg,474,331,sheep,186,27,209,43
sheep_024.jpg,474,331,sheep,138,14,148,37
sheep_024.jpg,474,331,sheep,112,5,134,19
sheep_024.jpg,474,331,sheep,150,6,165,23
sheep_024.jpg,474,331,sheep,225,41,245,55
sheep_024.jpg,474,331,sheep,229,27,239,45
sheep_024.jpg,474,331,sheep,238,28,247,44
sheep_024.jpg,474,331,sheep,285,122,308,139
sheep_024.jpg,474,331,sheep,276,131,296,147
sheep_024.jpg,474,331,sheep,376,129,398,144
sheep_024.jpg,474,331,sheep,424,214,445,231
sheep_024.jpg,474,331,sheep,354,30,375,46
sheep_024.jpg,474,331,sheep,355,4,375,25
sheep_024.jpg,474,331,sheep,374,34,398,48
sheep_024.jpg,474,331,sheep,372,25,389,41
sheep_024.jpg,474,331,sheep,402,25,418,43
sheep_024.jpg,474,331,sheep,434,30,455,49
sheep_024.jpg,474,331,sheep,447,30,466,50
sheep_024.jpg,474,331,sheep,296,144,312,156
sheep_024.jpg,474,331,sheep,287,150,308,162
sheep_024.jpg,474,331,sheep,288,157,303,171
sheep_024.jpg,474,331,sheep,314,151,323,165
sheep_024.jpg,474,331,sheep,299,170,312,183
sheep_024.jpg,474,331,sheep,312,176,323,189
sheep_024.jpg,474,331,sheep,325,172,338,188
sheep_024.jpg,474,331,sheep,334,187,347,203
sheep_024.jpg,474,331,sheep,344,189,357,206
sheep_image (156).jpg,259,194,sheep,50,63,76,103
sheep_image (156).jpg,259,194,sheep,74,63,98,104
sheep_image (156).jpg,259,194,sheep,95,71,147,115
sheep_image (156).jpg,259,194,sheep,169,72,199,113
sheep_image (156).jpg,259,194,sheep,141,37,175,67
sheep_image (156).jpg,259,194,sheep,114,40,140,73
sheep_image (156).jpg,259,194,sheep,128,8,145,24
sheep_image (156).jpg,259,194,sheep,141,8,155,24
sheep_image (156).jpg,259,194,sheep,148,8,172,24
sheep_image (156).jpg,259,194,sheep,175,16,196,31
sheep_image (156).jpg,259,194,sheep,176,10,200,26
sheep_image (156).jpg,259,194,sheep,212,32,248,55
sheep_image (156).jpg,259,194,sheep,238,19,259,33
sheep_image (156).jpg,259,194,sheep,36,11,50,24
sheep_image (156).jpg,259,194,sheep,11,12,30,24
sheep_image (156).jpg,259,194,sheep,29,14,38,25
sheep_152.jpg,474,315,sheep,7,182,116,259
sheep_152.jpg,474,315,sheep,102,195,189,253
sheep_152.jpg,474,315,sheep,35,154,139,223
sheep_152.jpg,474,315,sheep,124,117,178,200
sheep_152.jpg,474,315,sheep,230,107,342,205
sheep_152.jpg,474,315,sheep,193,143,241,189
sheep_152.jpg,474,315,sheep,72,106,127,142
sheep_152.jpg,474,315,sheep,26,102,80,134
sheep_152.jpg,474,315,sheep,48,84,129,135
sheep_152.jpg,474,315,sheep,130,87,177,129
sheep_152.jpg,474,315,sheep,169,94,207,141
sheep_152.jpg,474,315,sheep,199,92,238,146
sheep_152.jpg,474,315,sheep,236,145,308,197
sheep_152.jpg,474,315,sheep,352,179,447,228
sheep_152.jpg,474,315,sheep,342,129,393,206
sheep_152.jpg,474,315,sheep,409,119,465,200
sheep_152.jpg,474,315,sheep,362,109,417,177
sheep_152.jpg,474,315,sheep,431,107,474,173
sheep_146.jpg,259,194,sheep,148,107,192,160
sheep_146.jpg,259,194,sheep,197,112,248,155
sheep_146.jpg,259,194,sheep,239,104,259,135
sheep_146.jpg,259,194,sheep,177,89,207,114
sheep_146.jpg,259,194,sheep,159,78,172,91
sheep_146.jpg,259,194,sheep,131,77,149,90
sheep_146.jpg,259,194,sheep,107,78,118,95
sheep_146.jpg,259,194,sheep,87,80,100,90
sheep_146.jpg,259,194,sheep,75,84,89,96
sheep_146.jpg,259,194,sheep,46,80,69,98
sheep_146.jpg,259,194,sheep,70,109,107,161
sheep_146.jpg,259,194,sheep,76,97,104,117
sheep_146.jpg,259,194,sheep,3,103,44,150
sheep_146.jpg,259,194,sheep,18,90,39,105
sheep_146.jpg,259,194,sheep,1,82,19,103
sheep_146.jpg,259,194,sheep,83,64,89,72
sheep_146.jpg,259,194,sheep,94,59,102,68
sheep_146.jpg,259,194,sheep,195,75,211,91
sheep_146.jpg,259,194,sheep,212,75,227,88
sheep_146.jpg,259,194,sheep,226,83,241,95
sheep_146.jpg,259,194,sheep,238,78,258,97
sheep_146.jpg,259,194,sheep,105,106,152,167
sheep_085 (1).jpg,300,168,sheep,159,49,180,85
sheep_085 (1).jpg,300,168,sheep,98,98,146,138
sheep_085 (1).jpg,300,168,sheep,110,70,148,103
sheep_085 (1).jpg,300,168,sheep,93,46,134,72
sheep_118.jpg,299,168,sheep,1,150,22,167
sheep_118.jpg,299,168,sheep,22,141,47,164
sheep_118.jpg,299,168,sheep,83,127,102,150
sheep_118.jpg,299,168,sheep,104,116,122,138
sheep_118.jpg,299,168,sheep,123,113,138,131
sheep_118.jpg,299,168,sheep,143,113,156,130
sheep_118.jpg,299,168,sheep,160,112,172,126
sheep_118.jpg,299,168,sheep,182,106,192,122
sheep_118.jpg,299,168,sheep,196,109,207,125
sheep_118.jpg,299,168,sheep,215,104,227,119
sheep_118.jpg,299,168,sheep,256,105,266,114
sheep_118.jpg,299,168,sheep,243,105,253,116
sheep_118.jpg,299,168,sheep,230,95,238,104
sheep_118.jpg,299,168,sheep,201,100,211,110
sheep_118.jpg,299,168,sheep,285,99,292,109
sheep_118.jpg,299,168,sheep,273,96,285,110
sheep_image (443).jpg,388,300,sheep,8,153,108,240
sheep_image (443).jpg,388,300,sheep,106,169,156,217
sheep_image (443).jpg,388,300,sheep,116,138,148,177
sheep_image (443).jpg,388,300,sheep,151,127,201,190
sheep_image (443).jpg,388,300,sheep,232,142,320,223
sheep_image (443).jpg,388,300,sheep,328,136,367,219
sheep_image (443).jpg,388,300,sheep,294,109,327,145
sheep_image (443).jpg,388,300,sheep,222,115,289,145
sheep_image (443).jpg,388,300,sheep,157,113,200,133
sheep_image (443).jpg,388,300,sheep,133,117,157,141
sheep_image (443).jpg,388,300,sheep,109,114,133,140
sheep_image (443).jpg,388,300,sheep,87,126,106,147
sheep_image (443).jpg,388,300,sheep,72,118,98,137
sheep_image (443).jpg,388,300,sheep,37,131,66,154
sheep_image (443).jpg,388,300,sheep,1,130,26,156
sheep_052.jpg,300,168,sheep,79,128,129,163
sheep_052.jpg,300,168,sheep,129,118,166,162
sheep_052.jpg,300,168,sheep,155,124,194,158
sheep_052.jpg,300,168,sheep,176,112,210,136
sheep_052.jpg,300,168,sheep,224,130,280,166
sheep_052.jpg,300,168,sheep,131,90,153,110
sheep_052.jpg,300,168,sheep,109,110,132,132
sheep_052.jpg,300,168,sheep,154,81,165,95
sheep_052.jpg,300,168,sheep,77,108,98,127
sheep_052.jpg,300,168,sheep,62,104,77,124
sheep_052.jpg,300,168,sheep,45,104,63,129
sheep_052.jpg,300,168,sheep,111,95,126,113
sheep_052.jpg,300,168,sheep,91,96,105,112
sheep_052.jpg,300,168,sheep,30,98,48,125
sheep_052.jpg,300,168,sheep,121,81,136,95
sheep_058.jpg,195,259,sheep,91,174,124,212
sheep_058.jpg,195,259,sheep,63,183,86,219
sheep_058.jpg,195,259,sheep,26,198,55,237
sheep_058.jpg,195,259,sheep,1,227,31,259
sheep_058.jpg,195,259,sheep,117,145,135,167
sheep_058.jpg,195,259,sheep,138,146,152,162
sheep_058.jpg,195,259,sheep,145,131,167,148
sheep_058.jpg,195,259,sheep,96,156,114,170
sheep_058.jpg,195,259,sheep,74,155,98,183
sheep_058.jpg,195,259,sheep,57,164,76,183
sheep_058.jpg,195,259,sheep,33,170,53,187
sheep_058.jpg,195,259,sheep,2,197,19,230
